PMB Code,PMB Description,Treatment Component,ICD10 Code,ICD10 Description,Comments
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D33.3+G13.0*,"Benign neoplasm, cranial nerves/Paraneoplastic neuromyopathy and neuropathy",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D33.3+G13.1*,"Benign neoplasm, cranial nerves/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D33.4,"Benign neoplasm, spinal cord",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D33.4+D63.0*,"Benign neoplasm, spinal cord/Anaemia in neoplastic disease (C00-D48+)",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D33.4+G13.0*,"Benign neoplasm, spinal cord/Paraneoplastic neuromyopathy and neuropathy",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D33.4+G13.1*,"Benign neoplasm, spinal cord/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D33.7,"Benign neoplasm, other specified parts of central nervous system",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D33.7+D63.0*,"Benign neoplasm, other specified parts of central nervous system/Anaemia in neoplastic disease (C00-D48+)",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D33.7+G13.0*,"Benign neoplasm, other specified parts of central nervous system/Paraneoplastic neuromyopathy and neuropathy",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D33.7+G13.1*,"Benign neoplasm, other specified parts of central nervous system/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D33.9,"Benign neoplasm, central nervous system, unspecified",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D33.9+D63.0*,"Benign neoplasm, central nervous system, unspecified/Anaemia in neoplastic disease (C00-D48+)",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D33.9+G13.0*,"Benign neoplasm, central nervous system, unspecified/Paraneoplastic neuromyopathy and neuropathy",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D33.9+G13.1*,"Benign neoplasm, central nervous system, unspecified/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D42.0,"Neoplasm of uncertain/unknown behaviour, cerebral meninges",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D42.0+D63.0*,"Neoplasm of uncertain/unknown behaviour, cerebral meninges/Anaemia in neoplastic disease (C00-D48+)",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D42.0+G13.0*,"Neoplasm of uncertain/unknown behaviour, cerebral meninges/Paraneoplastic neuromyopathy and neuropathy",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D42.0+G13.1*,"Neoplasm of uncertain/unknown behaviour, cerebral meninges/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D42.1,"Neoplasm of uncertain/unknown behaviour, spinal meninges",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D42.1+D63.0*,"Neoplasm of uncertain/unknown behaviour, spinal meninges/Anaemia in neoplastic disease (C00-D48+)",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D42.1+G13.0*,"Neoplasm of uncertain/unknown behaviour, spinal meninges/Paraneoplastic neuromyopathy and neuropathy",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D42.1+G13.1*,"Neoplasm of uncertain/unknown behaviour, spinal meninges/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D42.9,"Neoplasm of uncertain/unknown behaviour, meninges, unspecified",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D42.9+D63.0*,"Neoplasm of uncertain/unknown behaviour, meninges, unspecified/Anaemia in neoplastic disease (C00-D48+)",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D42.9+G13.0*,"Neoplasm of uncertain/unknown behaviour, meninges, unspecified/Paraneoplastic neuromyopathy and neuropathy",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D42.9+G13.1*,"Neoplasm of uncertain/unknown behaviour, meninges, unspecified/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.0,"Neoplasm of uncertain/unknown behaviour, brain, supratentorial",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.0+D63.0*,"Neoplasm of uncertain/unknown behaviour, brain, supratentorial/Anaemia in neoplastic disease (C00-D48+)",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.0+G13.0*,"Neoplasm of uncertain/unknown behaviour, brain, supratentorial/Paraneoplastic neuromyopathy and neuropathy",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.0+G13.1*,"Neoplasm of uncertain/unknown behaviour, brain, supratentorial/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.1,"Neoplasm of uncertain/unknown behaviour, brain, infratentorial",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.1+D63.0*,"Neoplasm of uncertain/unknown behaviour, brain, infratentorial/Anaemia in neoplastic disease (C00-D48+)",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.1+G13.0*,"Neoplasm of uncertain/unknown behaviour, brain, infratentorial/Paraneoplastic neuromyopathy and neuropathy",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.1+G13.1*,"Neoplasm of uncertain/unknown behaviour, brain, infratentorial/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.2,"Neoplasm of uncertain/unknown behaviour, brain, unspecified",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.2+D63.0*,"Neoplasm of uncertain/unknown behaviour, brain, unspecified/Anaemia in neoplastic disease (C00-D48+)",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.2+G13.0*,"Neoplasm of uncertain/unknown behaviour, brain, unspecified/Paraneoplastic neuromyopathy and neuropathy",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.2+G13.1*,"Neoplasm of uncertain/unknown behaviour, brain, unspecified/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.3,"Neoplasm of uncertain/unknown behaviour, cranial nerves",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.3+D63.0*,"Neoplasm of uncertain/unknown behaviour, cranial nerves/Anaemia in neoplastic disease (C00-D48+)",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.3+G13.0*,"Neoplasm of uncertain/unknown behaviour, cranial nerves/Paraneoplastic neuromyopathy and neuropathy",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.3+G13.1*,"Neoplasm of uncertain/unknown behaviour, cranial nerves/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.4,"Neoplasm of uncertain/unknown behaviour, spinal cord",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.4+D63.0*,"Neoplasm of uncertain/unknown behaviour, spinal cord/Anaemia in neoplastic disease (C00-D48+)",
950A,"Benign and malignant brain tumours, treatable",Medical and surgical management which includes radiation therapy and chemotherapy ,D43.4+G13.0*,"Neoplasm of uncertain/unknown behaviour, spinal cord/Paraneoplastic neuromyopathy and neuropathy",
